mission_rate,arm,policy,layout_id,seed,missions_total,missions_completed,unfinished_at_cap,miss_rate,mean_charge_delay_min,p95_charge_delay_min,f12_Z,f12_cmax_term,f12_energy_term,f12_tardy_term,safety_violations,gate_binding_rate,mean_on_pad_queue_length,charge_sessions
0.7,concentrated,ours_f9_priority_insertion,2,15,685,685,0,0.0,1.361671469740634,2.0,2.7455015731664787,0.993,1.7525015731664788,0.0,0,0.0,0.0,694
0.7,concentrated,ours_f9_priority_insertion,2,16,679,679,0,0.0,1.3588235294117648,2.0,2.7508241304402636,1.0,1.7508241304402636,0.0,0,0.0,0.0,680
0.7,concentrated,ours_f9_priority_insertion,2,17,744,744,0,0.0,1.3723252496433667,2.0,2.7441101284049676,1.002,1.7421101284049674,0.0,0,0.0,0.0,701
0.7,concentrated,ours_f9_priority_insertion,2,18,706,706,0,0.0,1.3526244952893673,2.0,2.7752340444077817,1.001,1.7742340444077818,0.0,0,0.0,0.0,743
0.7,concentrated,ours_f9_priority_insertion,3,19,653,653,0,0.0,1.4198606271777003,2.0,2.760929830604819,1.002,1.7589298306048191,0.0,0,0.0,0.0,574
0.7,concentrated,ours_f9_priority_insertion,3,20,721,721,0,0.0,1.445880452342488,2.0,2.76085438055941,0.998,1.7628543805594097,0.0,0,0.0,0.0,619
0.7,concentrated,ours_f9_priority_insertion,3,21,717,717,0,0.0,1.3738317757009346,2.0,2.763541018964764,1.002,1.7615410189647638,0.0,0,0.0,0.0,642
0.7,concentrated,ours_f9_priority_insertion,3,22,688,688,0,0.0,1.3640776699029127,2.0,2.757658162672441,0.999,1.758658162672441,0.0,0,0.0,0.0,618
0.7,concentrated,ours_f9_priority_insertion,3,23,704,704,0,0.0,1.3338582677165354,2.0,2.7560157060839305,1.001,1.7550157060839309,0.0,0,0.0,0.0,635
0.7,concentrated,ours_f9_priority_insertion,3,24,674,674,0,0.0,1.3908794788273615,2.0,2.766623152092011,1.001,1.765623152092011,0.0,0,0.0,0.0,614
0.7,concentrated,ours_f9_priority_insertion,4,25,688,688,0,0.0,1.3540802213001384,2.0,2.7609603812072283,1.002,1.7589603812072283,0.0,0,0.0,0.0,723
0.7,concentrated,ours_f9_priority_insertion,4,26,688,688,0,0.0,1.36376604850214,2.0,2.7370273030153904,0.999,1.7380273030153905,0.0,0,0.0,0.0,701
0.7,concentrated,ours_f9_priority_insertion,4,27,671,671,0,0.0,1.3437945791726105,2.0,2.759493121821917,1.002,1.7574931218219172,0.0,0,0.0,0.0,701
0.7,concentrated,ours_f9_priority_insertion,4,28,645,645,0,0.0,1.362297496318115,2.0,2.74760916332335,1.002,1.74560916332335,0.0,0,0.0,0.0,679
